tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,TechSupport_Yes,Churn
55,64.03,7339.8,False,True,True,False,True,False,1
40,81.53,3264.59,False,False,False,False,True,False,0
52,28.35,1163.39,True,False,True,False,True,False,1
16,108.24,5723.46,True,False,False,False,False,True,0
13,100.36,2360.96,False,False,False,False,True,False,0
30,70.52,4213.25,True,False,False,True,True,False,0
19,116.71,5588.71,False,False,True,False,True,False,1
17,61.78,7204.11,True,False,False,True,True,False,0
63,118.41,6341.69,True,False,False,True,True,False,0
19,86.79,5417.36,False,False,True,False,True,True,1
58,83.47,5443.47,False,False,True,False,True,False,0
55,36.6,7568.48,False,True,False,False,False,False,0
62,108.19,2380.68,False,False,True,False,True,False,0
23,62.75,28.87,False,False,False,True,False,False,0
9,36.22,2190.2,False,True,False,True,False,False,0
12,21.26,1758.77,False,False,True,False,False,False,0
1,75.98,5301.44,False,False,False,True,True,True,0
58,72.74,5077.02,False,True,False,False,True,False,0
1,91.94,4755.82,False,False,False,True,True,True,0
34,109.03,149.62,False,False,False,False,True,True,1
48,27.94,5835.65,False,True,False,True,True,False,1
1,93.15,2601.77,False,True,False,False,True,False,1
16,38.74,5327.15,True,False,False,False,True,False,0
61,105.82,4461.5,False,False,True,False,True,True,0
64,101.91,2754.99,True,False,False,False,True,False,0
63,74.08,1093.92,True,False,True,False,True,False,1
69,91.02,773.46,False,True,False,True,False,False,0
22,51.44,6655.52,False,False,False,True,True,True,0
67,67.12,7348.81,False,False,False,True,True,True,0
26,102.16,5205.31,False,True,False,False,True,False,0
16,65.93,845.4,True,False,False,True,False,True,0
51,55.78,3228.18,False,True,False,True,True,False,1
57,69.42,5836.93,False,False,True,False,True,True,1
29,102.82,6242.97,False,True,True,False,False,False,1
69,53.52,963.38,False,False,False,True,True,True,0
47,37.38,20.25,True,False,False,True,False,False,0
62,91.2,5702.85,False,False,False,False,False,False,0
69,102.6,2865.64,True,False,False,False,False,True,0
16,30.06,2050.76,True,False,False,True,False,True,0
48,43.99,122.92,False,False,True,False,True,True,1
39,34.2,4331.59,False,False,False,True,False,True,1
33,54.79,6812.18,True,False,False,False,False,True,0
23,65.04,7661.9,False,True,True,False,True,False,0
10,94.88,4534.64,False,False,True,False,True,False,0
69,85.11,4125.4,True,False,False,False,True,True,0
34,82.09,698.75,True,False,False,True,False,False,1
52,55.24,4400.0,False,True,False,True,True,False,0
10,104.14,3052.23,False,False,False,True,False,True,0
19,67.13,4864.94,True,False,False,False,False,False,1
58,117.91,3122.04,False,True,True,False,True,False,0
1,83.41,1937.59,True,False,False,False,True,True,0
69,32.63,777.82,False,False,False,True,True,True,1
4,87.62,2533.05,False,True,False,False,True,False,1
16,52.51,791.23,True,False,True,False,True,True,0
24,88.63,1431.64,False,True,False,False,True,False,0
2,26.96,7898.94,False,False,False,True,False,True,0
32,37.49,3563.95,False,True,True,False,False,True,0
24,105.57,4264.34,False,False,False,False,True,True,0
12,42.72,6991.48,True,False,False,False,False,True,1
50,103.7,7964.64,False,False,True,False,False,False,0
35,47.93,4670.06,True,False,True,False,False,True,0
33,84.29,6503.54,True,False,False,True,False,True,0
33,89.42,2628.99,False,False,True,False,False,False,0
61,71.27,2459.84,True,False,False,True,False,False,0
51,50.53,3233.58,False,True,False,False,True,False,1
43,41.26,5386.61,True,False,False,True,True,False,0
12,23.32,5463.89,False,False,False,False,True,True,0
67,50.39,2535.61,False,True,True,False,False,False,1
65,85.32,1083.02,False,True,False,False,True,True,0
33,113.83,5066.52,True,False,True,False,True,False,1
40,107.12,1044.04,True,False,False,False,True,True,0
43,96.61,4636.37,False,False,False,False,False,False,0
44,98.84,5553.51,False,True,False,False,True,True,1
29,86.5,5610.88,False,False,False,False,False,True,0
13,46.03,6032.71,True,False,False,True,True,False,0
12,110.72,6985.42,False,True,False,False,True,True,0
46,87.07,4009.67,False,False,False,True,True,True,1
2,76.04,5847.39,False,False,True,False,False,True,1
35,31.1,4961.0,False,False,True,False,False,True,0
8,64.71,1509.39,False,False,False,True,False,False,1
26,66.04,225.0,False,False,True,False,False,True,0
34,106.46,2290.64,False,True,True,False,False,True,0
7,74.66,3555.41,False,False,False,False,True,False,0
68,58.04,4944.51,False,True,False,False,True,False,0
58,117.68,6802.68,False,False,False,False,False,False,0
29,31.07,1586.04,True,False,False,True,False,True,0
36,62.25,1021.89,True,False,False,True,True,True,0
21,24.2,7708.57,False,False,True,False,False,False,0
36,93.99,882.2,True,False,False,False,True,True,0
10,111.81,3838.36,False,True,False,True,False,False,1
24,48.0,4692.8,False,False,False,True,True,True,1
64,105.83,4340.17,False,True,False,False,False,False,0
49,49.22,706.54,False,False,False,True,False,True,0
36,111.08,475.07,True,False,False,False,True,False,0
24,95.4,861.76,False,True,True,False,True,True,0
23,100.49,4692.99,True,False,True,False,False,False,1
62,21.8,4363.87,True,False,True,False,False,True,0
37,116.28,1885.25,False,False,False,False,True,True,0
12,92.67,5109.44,False,True,False,True,False,True,0
55,50.48,6564.14,True,False,True,False,True,False,0
13,102.94,351.8,False,False,True,False,True,True,1
23,48.15,3995.08,False,False,True,False,False,True,0
30,107.28,5520.7,False,False,False,True,True,True,0
17,31.26,2033.45,True,False,False,True,True,False,1
62,90.37,2476.01,False,False,False,False,False,True,0
13,74.07,4916.83,False,True,True,False,True,False,0
59,29.65,7185.52,False,True,False,True,True,True,0
19,44.19,6483.2,True,False,False,False,True,False,0
49,21.24,4673.38,False,True,True,False,True,False,1
12,66.88,5847.17,False,False,False,True,False,True,0
61,50.13,2931.28,True,False,False,True,True,False,1
19,79.84,5134.9,False,False,False,False,False,False,0
9,49.72,3740.13,True,False,True,False,True,True,1
71,49.99,1535.69,True,False,True,False,False,False,0
28,94.32,5619.87,False,False,False,True,True,False,0
52,24.81,4460.59,False,True,True,False,False,False,0
16,110.29,2881.8,False,True,False,False,True,False,1
69,105.23,7292.49,True,False,False,True,True,True,0
12,86.78,187.05,False,False,False,True,True,False,0
25,79.32,2539.87,False,False,False,False,True,False,1
52,109.23,473.91,True,False,False,True,False,True,0
53,38.53,6136.89,False,True,True,False,False,True,0
23,27.9,5622.82,False,False,True,False,True,False,0
16,43.95,2664.19,False,True,False,True,False,True,0
57,99.46,5411.79,False,True,False,False,True,True,1
39,23.47,3179.58,True,False,False,False,True,True,0
53,78.28,6054.91,True,False,True,False,False,True,0
42,119.54,3644.39,False,True,False,False,False,True,1
58,105.57,3309.99,False,False,False,True,False,True,0
39,72.14,7479.14,False,False,False,True,True,True,0
14,26.36,2022.02,True,False,True,False,True,True,0
5,103.14,981.17,False,True,True,False,False,True,0
35,79.9,4684.65,False,False,True,False,True,False,1
18,31.49,7755.19,False,False,False,False,False,False,1
9,29.39,3035.16,True,False,False,True,False,False,0
58,110.96,515.05,False,True,False,True,False,False,1
17,86.92,2727.66,False,False,False,True,False,False,0
7,102.93,4057.33,True,False,True,False,False,True,1
46,107.9,1312.15,False,False,False,True,False,True,0
13,77.18,5271.66,False,False,False,False,True,False,0
40,71.74,7982.04,False,False,False,False,True,False,0
42,63.04,3624.88,True,False,False,True,False,True,1
9,51.69,2850.73,False,True,True,False,False,False,1
50,63.46,3217.62,True,False,False,True,False,True,1
27,97.39,938.87,False,True,False,False,True,False,1
66,80.19,7068.52,False,False,False,False,False,True,0
5,109.25,3330.31,False,True,False,False,False,False,0
29,64.34,3110.45,False,False,False,True,False,True,0
37,80.71,5284.33,False,False,False,False,True,False,0
38,83.13,3547.43,True,False,True,False,False,False,0
8,79.17,5192.9,False,False,False,True,True,True,0
65,90.26,510.34,True,False,False,True,True,True,0
17,43.74,6513.51,False,True,False,False,False,False,0
71,71.24,7525.22,False,True,False,False,True,False,0
45,30.42,5197.15,False,False,True,False,True,True,0
4,58.45,7637.44,True,False,False,True,True,True,1
36,68.77,1228.43,False,False,False,False,False,True,1
70,85.22,3829.78,True,False,True,False,True,False,0
31,115.05,4822.42,True,False,False,False,False,False,1
19,80.07,4662.26,True,False,False,True,False,True,0
61,94.36,3223.66,False,True,False,False,False,False,0
54,70.63,2717.91,True,False,False,True,True,False,1
39,83.41,1032.06,False,True,False,False,False,True,1
19,27.09,3146.1,True,False,False,True,True,False,0
39,45.44,1318.03,False,True,True,False,True,True,0
67,56.19,5880.24,False,True,False,True,True,True,1
45,67.25,1686.47,False,True,True,False,True,False,0
13,24.56,487.35,False,False,False,True,False,False,0
58,34.0,4427.88,True,False,True,False,False,True,0
20,47.68,4769.93,False,False,False,False,True,True,1
61,117.15,6977.87,True,False,False,True,False,True,0
39,53.13,4624.31,True,False,False,False,False,False,1
1,68.2,2776.94,False,False,True,False,False,True,0
3,39.61,6428.03,False,True,False,True,True,True,0
62,81.08,4331.43,True,False,False,True,False,True,0
63,48.07,652.66,False,True,False,False,True,True,0
25,40.7,4535.49,False,False,False,True,False,False,0
56,71.66,7265.99,False,True,False,True,True,False,0
33,20.55,3182.57,True,False,False,False,True,True,1
38,20.77,2384.68,True,False,False,True,True,False,0
6,41.91,1164.89,True,False,False,False,False,False,0
58,23.67,1228.54,False,False,False,False,True,False,1
44,30.8,3473.52,True,False,False,False,False,True,0
45,53.89,4773.52,False,False,False,False,True,False,1
32,100.26,663.31,False,True,False,False,False,False,1
45,77.2,7517.76,True,False,True,False,True,True,1
61,71.27,6045.97,True,False,True,False,False,True,0
47,49.35,4701.26,True,False,False,False,True,False,0
21,113.18,6630.94,False,True,True,False,True,False,0
36,59.7,659.89,True,False,True,False,True,True,0
19,28.71,3825.17,False,False,False,True,False,True,0
20,81.71,5048.14,False,True,False,False,True,True,0
57,31.38,6632.65,False,True,True,False,True,True,1
18,54.52,6272.09,False,True,False,True,True,False,0
47,70.74,2231.01,False,True,False,True,True,True,1
49,107.42,7528.22,False,True,False,False,False,False,0
14,69.35,1012.28,False,False,False,False,True,False,1
15,90.23,7003.57,False,True,False,True,True,False,0
31,119.28,7768.1,True,False,False,False,False,True,1
1,33.15,1433.69,False,True,False,False,False,True,1
54,47.47,5782.09,False,True,False,True,False,False,0
3,59.46,341.48,False,True,False,True,True,False,0
16,62.18,3255.27,False,True,False,False,False,False,0
57,61.1,4139.94,False,True,True,False,False,False,0
12,110.76,4653.55,False,False,False,False,False,False,0
16,91.4,7488.78,False,False,True,False,True,True,0
24,80.79,5384.56,False,True,False,True,True,True,0
28,50.94,3860.6,False,False,True,False,True,True,0
8,102.38,6481.21,True,False,False,True,False,False,0
36,115.51,7605.25,False,True,False,False,True,False,0
8,102.12,196.09,True,False,False,False,False,True,0
58,20.16,7860.52,True,False,False,True,False,True,1
60,83.64,707.33,False,True,False,True,False,False,1
50,25.11,6518.81,True,False,False,True,True,True,0
28,45.76,2257.07,True,False,False,False,False,True,0
41,25.95,1074.79,True,False,False,False,False,True,1
64,80.38,3530.05,False,True,True,False,True,False,0
27,88.66,5158.77,False,True,False,True,False,False,0
